seed,delta_loss_iter10,delta_activity_iter10,delta_time_iter10
0,0.019719451665878296,0.647902250289917,105.00891255997703
1,0.12578386068344122,0.6794466376304626,97.38830625000992
2,0.029345810413360596,0.5916771292686462,94.94564135299879
