sample_id,connectome_loss,connectome_activity,connectome_elapsed,degreepres_loss,degreepres_activity,degreepres_elapsed,delta_loss,delta_activity,delta_elapsed
0,0.5155276656150818,0.5453368822733561,122.74631312066663,0.5158520738283793,0.5347733894983927,128.24621284333261,0.00032440821329752606,-0.010563492774963379,5.499899722665982
1,0.5155276656150818,0.5453368822733561,122.74631312066663,0.5171024203300476,0.528494636217753,132.74367146733252,0.0015747547149658203,-0.016842246055603027,9.997358346665882
2,0.5155276656150818,0.5453368822733561,122.74631312066663,0.5184415181477865,0.5390294591585795,132.6970097133344,0.0029138525327046714,-0.006307423114776611,9.950696592667787
3,0.5155276656150818,0.5453368822733561,122.74631312066663,0.5160599152247111,0.531218965848287,139.40470172766678,0.0005322496096293131,-0.014117916425069174,16.658388607000163
4,0.5155276656150818,0.5453368822733561,122.74631312066663,0.5186625719070435,0.5392902493476868,134.259053709,0.00313490629196167,-0.0060466329256693525,11.512740588333378
