model_kind,total_activity_mean,total_activity_std,mean_abs_activity_mean,mean_abs_activity_std,std_abs_activity_mean,std_abs_activity_std,node_activity_gini_mean,node_activity_gini_std,node_top1_frac_mean,node_top1_frac_std,node_top5_frac_mean,node_top5_frac_std,node_top10_frac_mean,node_top10_frac_std,category,total_usage_mean,total_usage_std,mean_usage_mean,mean_usage_std,std_usage_mean,std_usage_std,edge_usage_gini_mean,edge_usage_gini_std,edge_top1_frac_mean,edge_top1_frac_std,edge_top5_frac_mean,edge_top5_frac_std,edge_top10_frac_mean,edge_top10_frac_std,mean_total_activity_over_time_mean,mean_total_activity_over_time_std,std_total_activity_over_time_mean,std_total_activity_over_time_std,mean_node_variance_over_time_mean,mean_node_variance_over_time_std,mean_temporal_variation_mean,mean_temporal_variation_std
connectome,30358.905560654686,2195.8333162424656,0.6647595866048016,0.0480814845134,0.5429633370469548,0.0875140553622162,0.4318959129620341,0.0372377999273584,0.0365473427305016,0.0065787284175229,0.1589284489877354,0.0213596077655124,0.2807431143047507,0.0307993620390003,node_activity,,,,,,,,,,,,,,,,,,,,,,
random,79258.2579805224,686.6840524721664,1.7354936166879589,0.0150361087931017,1.9488810862689432,0.0256815674570683,0.4693607162460858,0.0032558471025065,0.0803727226681108,0.0013330772376741,0.2187378018318215,0.0022993772693279,0.333338842032435,0.0026842739549003,node_activity,,,,,,,,,,,,,,,,,,,,,,
connectome,,,,,,,,,,,,,,,edge_usage,16857.297205589977,1155.0399007225942,0.0111399364707635,0.0007632938399507,0.0272060542101487,0.001457287830718,0.7786404236570666,0.0080154215408679,0.1840464563486951,0.0043081901372111,0.4370099027599657,0.011799761529619,0.6031472109391139,0.0158736675285104,,,,,,,,
random,,,,,,,,,,,,,,,edge_usage,53292.51632328527,363.1847857043677,0.035217700617609,0.0002400061759932,0.1248184833373703,0.0012843030433222,0.8232025914201063,0.0024549280083865,0.2535858231358676,0.0024922916097202,0.5281873103922897,0.0033202798718025,0.6883982325688253,0.0034438200463544,,,,,,,,
connectome,,,,,,,,,,,,,,,temporal_stability,,,,,,,,,,,,,,,30358.905429542283,2195.833333597177,832.4765569423798,1216.6084020148628,0.6169129301698086,0.2162457460041302,0.0525320254478756,0.0884225641705451
random,,,,,,,,,,,,,,,temporal_stability,,,,,,,,,,,,,,,79258.25805452293,686.6841809274533,1939.9517806128165,30.1079788842332,5.196945057777963,0.1038978631008609,0.0020597775896563,0.000109392893555
