seed,model_kind,mask_type,n_nodes,n_edges,self_loops,free_parameters,fixed_parameters,task_loss,mean_abs_activity,total_abs_activity,node_variance,gradient_norm,finite
0,connectome,ConnectomeFromAvgFilters,45669,1513231,12380,734,2959,0.5927278995513916,0.574621319770813,84710408.0,0.0434721373021602,13.145340171510414,True
1,connectome,ConnectomeFromAvgFilters,45669,1513231,12380,734,2959,0.5261245369911194,0.5667705535888672,83553048.0,0.0397925078868866,5.046433396152111,True
2,connectome,ConnectomeFromAvgFilters,45669,1513231,12380,734,2959,0.5952567458152771,0.5630800127983093,83008992.0,0.045696385204792,11.06029476709221,True
0,degreepres,DegreePreservingRandomConnectome,45669,1513231,12380,734,2959,0.5967044234275818,0.584236741065979,86127912.0,0.0358983613550663,12.042077606731617,True
1,degreepres,DegreePreservingRandomConnectome,45669,1513231,12380,734,2959,0.5268353223800659,0.5761118531227112,84930144.0,0.0326854139566421,4.48959593726237,True
2,degreepres,DegreePreservingRandomConnectome,45669,1513231,12380,734,2959,0.5914472341537476,0.5719988346099854,84323800.0,0.0377574488520622,10.346473475480654,True
0,random,RandomMaskConnectome,45669,1513231,12380,734,2959,0.5628849864006042,0.6287406086921692,92688648.0,0.0281134564429521,8.47096926106417,True
1,random,RandomMaskConnectome,45669,1513231,12380,734,2959,0.5196739435195923,0.6141969561576843,90544632.0,0.0260824877768754,4.97247932848809,True
2,random,RandomMaskConnectome,45669,1513231,12380,734,2959,0.5774393677711487,0.6217972040176392,91665056.0,0.0286919847130775,10.83871118173275,True
