seed,delta_loss_iter5,delta_activity_iter5,delta_time_iter5
0,0.3460223078727722,1.206428408622742,98.9213780419959
1,0.17383968830108643,1.1468545794487002,27.202946941979462
2,0.03239864110946655,1.2636441588401794,44.88684583699796
