metric,mean,ci_low,ci_high
delta_loss_iter5,0.18408687909444174,0.03239864110946655,0.3460223078727722
delta_activity_iter5,1.2056423823038738,1.1468545794487002,1.2636441588401794
delta_time_iter5,57.00372360699111,27.202946941979462,98.92137804199588
