model_kind,seed,iteration,elapsed_sec,task_loss,activity_abs_mean,gradient_norm,forward_sec,backward_plus_step_sec,iter_total_sec,finite
degreepres,0,1,21.751677335000295,0.5967044234275818,0.584236741065979,12.042077606731617,12.907257309000215,8.844297390000065,21.75155469900028,True
degreepres,0,2,43.738648750000266,0.5176924467086792,0.5670686960220337,5.424270414604452,12.98269910099998,9.004152473999966,21.986851574999946,True
degreepres,0,3,70.33769788000018,0.5010270476341248,0.5555353164672852,0.6587173211784326,12.708490526000332,13.890492401999836,26.59898292800017,True
degreepres,0,4,97.43649173300037,0.5133568048477173,0.5486321449279785,5.420339152240208,12.953595975000098,14.145061371000338,27.098657346000437,True
degreepres,0,5,124.12079780800013,0.5234662890434265,0.5402497053146362,7.343461840509049,13.00157761399987,13.682652236000195,26.684229850000065,True
degreepres,0,6,151.158201965,0.5197389125823975,0.5286574363708496,6.389120325074481,13.08019377699975,13.957067199999983,27.037260976999733,True
degreepres,0,7,177.53042017400003,0.5090065002441406,0.515583872795105,3.8595071788183066,12.944181666000077,13.427886101999775,26.37206776799985,True
degreepres,0,8,204.55953526300027,0.5017372965812683,0.5039177536964417,1.3754504427251435,13.034855250999954,13.994179651000195,27.02903490200015,True
degreepres,0,9,231.67400019600018,0.5005045533180237,0.4952811002731323,0.4611772214753279,13.013263338999877,14.101062646000173,27.11432598500005,True
degreepres,0,10,259.11099088100036,0.5029445290565491,0.48970943689346313,1.5661904009429968,13.328460619999987,14.108395594000285,27.436856214000272,True
