model_kind,seed,iteration,elapsed_sec,task_loss,activity_abs_mean,gradient_norm,forward_sec,backward_plus_step_sec,iter_total_sec,finite
random,0,1,62.351053750986466,2.6792876720428467,2.780975341796875,428.3696541288096,20.952560853998875,41.398353945987765,62.35091479998664,True
random,0,2,112.21691080898745,0.6666867136955261,2.353792905807495,78.65157936581129,21.472417509998195,28.393269035004778,49.86568654500297,True
random,0,3,179.0301997899951,0.5608190298080444,2.1903512477874756,44.97054996279212,21.197041206993163,45.61615784600144,66.8131990529946,True
random,0,4,242.9565178139892,0.77659672498703,2.035418748855591,89.30858668811231,24.022934464999707,39.90321216601296,63.92614663101267,True
random,0,5,308.9682069099799,0.8476023077964783,1.8709954023361206,91.01745995075983,24.082279199996265,41.92922356099007,66.01150276098633,True
random,0,6,374.09828845699667,0.7909252643585205,1.7188711166381836,76.30204410143403,23.503258017008193,41.6267037630023,65.12996178001049,True
random,0,7,443.69730518199503,0.6908524632453918,1.5861011743545532,55.555011808876266,27.649575043004006,41.94927888800157,69.59885393100558,True
random,0,8,509.9149996419728,0.6031765341758728,1.4762227535247803,35.844003193226904,25.253658871981315,40.963857761991676,66.21751663397299,True
random,0,9,560.2632809039787,0.5455114841461182,1.3873536586761475,21.733391832636695,24.079129813995678,26.269003241002792,50.34813305499847,True
random,0,10,624.6736480979889,0.514323890209198,1.3159526586532593,11.083665094760091,23.449618365993956,40.96068218900473,64.41030055499868,True
