seed,model_kind,node_index,mean_abs_activity
2,connectome,0,1.0448933839797974
2,connectome,1,1.0437202453613281
2,connectome,2,1.0433733463287354
2,connectome,3,1.0435072183609009
2,connectome,4,1.043631911277771
2,connectome,5,1.0439598560333252
2,connectome,6,1.0445563793182373
2,connectome,7,1.044552206993103
2,connectome,8,1.044356107711792
2,connectome,9,1.0438042879104614
2,connectome,10,1.0438333749771118
2,connectome,11,1.0438220500946045
2,connectome,12,1.0434811115264893
2,connectome,13,1.041318416595459
2,connectome,14,1.028608798980713
2,connectome,15,0.9393726587295532
2,connectome,16,1.1855554580688477
2,connectome,17,1.1706342697143555
2,connectome,18,1.1689788103103638
2,connectome,19,1.1685866117477417
2,connectome,20,1.1689122915267944
2,connectome,21,1.16925847530365
2,connectome,22,1.17021644115448
2,connectome,23,1.170475721359253
2,connectome,24,1.1704477071762085
2,connectome,25,1.1697763204574585
2,connectome,26,1.169561743736267
2,connectome,27,1.1695879697799683
2,connectome,28,1.169339895248413
2,connectome,29,1.1682720184326172
2,connectome,30,1.1612262725830078
2,connectome,31,1.1262412071228027
2,connectome,32,0.9393773674964905
2,connectome,33,1.201109528541565
2,connectome,34,1.1994869709014893
2,connectome,35,1.19550621509552
2,connectome,36,1.1950002908706665
2,connectome,37,1.1951485872268677
2,connectome,38,1.1955780982971191
2,connectome,39,1.1961660385131836
2,connectome,40,1.1970913410186768
2,connectome,41,1.1971712112426758
2,connectome,42,1.1970405578613281
2,connectome,43,1.1962544918060303
2,connectome,44,1.1962906122207642
2,connectome,45,1.1961225271224976
2,connectome,46,1.1953593492507935
2,connectome,47,1.1937452554702759
2,connectome,48,1.1825361251831055
2,connectome,49,1.1358089447021484
2,connectome,50,0.9393460154533386
2,connectome,51,1.2033779621124268
2,connectome,52,1.203885555267334
2,connectome,53,1.2010283470153809
2,connectome,54,1.2003450393676758
2,connectome,55,1.2005562782287598
2,connectome,56,1.201064944267273
2,connectome,57,1.201600193977356
2,connectome,58,1.2025907039642334
2,connectome,59,1.2030086517333984
2,connectome,60,1.203039288520813
2,connectome,61,1.2025052309036255
2,connectome,62,1.2022244930267334
2,connectome,63,1.2022489309310913
2,connectome,64,1.201810598373413
2,connectome,65,1.2004921436309814
2,connectome,66,1.198294997215271
2,connectome,67,1.1853816509246826
2,connectome,68,1.1365886926651
2,connectome,69,0.939332127571106
2,connectome,70,1.2040177583694458
2,connectome,71,1.2051539421081543
2,connectome,72,1.2026692628860474
2,connectome,73,1.2020853757858276
2,connectome,74,1.2023063898086548
2,connectome,75,1.2028732299804688
2,connectome,76,1.2034395933151245
2,connectome,77,1.2040386199951172
2,connectome,78,1.205086350440979
2,connectome,79,1.205216407775879
2,connectome,80,1.205177903175354
2,connectome,81,1.2044428586959839
2,connectome,82,1.204540729522705
2,connectome,83,1.2045013904571533
2,connectome,84,1.2037619352340698
2,connectome,85,1.2019888162612915
2,connectome,86,1.1992456912994385
2,connectome,87,1.1858402490615845
2,connectome,88,1.136716604232788
2,connectome,89,0.9393274188041687
2,connectome,90,1.2046496868133545
2,connectome,91,1.205832600593567
2,connectome,92,1.2035478353500366
2,connectome,93,1.2030298709869385
2,connectome,94,1.2032769918441772
2,connectome,95,1.2038686275482178
2,connectome,96,1.2044450044631958
2,connectome,97,1.2049853801727295
2,connectome,98,1.2058826684951782
2,connectome,99,1.2064237594604492
2,connectome,100,1.2064985036849976
2,connectome,101,1.2061455249786377
2,connectome,102,1.2058367729187012
2,connectome,103,1.2059561014175415
2,connectome,104,1.205840826034546
2,connectome,105,1.2047820091247559
2,connectome,106,1.2026538848876953
2,connectome,107,1.1996310949325562
2,connectome,108,1.1860615015029907
2,connectome,109,1.1368399858474731
2,connectome,110,0.9393295645713806
2,connectome,111,1.205460786819458
2,connectome,112,1.2069422006607056
2,connectome,113,1.2042282819747925
2,connectome,114,1.2036114931106567
2,connectome,115,1.2038902044296265
2,connectome,116,1.2044925689697266
