model_kind,total_activity_mean,total_activity_std,mean_abs_activity_mean,mean_abs_activity_std,std_abs_activity_mean,std_abs_activity_std,node_activity_gini_mean,node_activity_gini_std,node_top1_frac_mean,node_top1_frac_std,node_top5_frac_mean,node_top5_frac_std,node_top10_frac_mean,node_top10_frac_std
connectome,30358.905560654686,2195.8333162424656,0.6647595866048016,0.048081484513400045,0.5429633370469548,0.08751405536221625,0.4318959129620341,0.03723779992735841,0.036547342730501635,0.006578728417522982,0.1589284489877354,0.02135960776551249,0.2807431143047507,0.030799362039000387
random,79258.2579805224,686.6840524721664,1.7354936166879587,0.015036108793101749,1.9488810862689432,0.025681567457068337,0.46936071624608583,0.0032558471025065237,0.08037272266811087,0.0013330772376741176,0.21873780183182154,0.0022993772693279207,0.333338842032435,0.0026842739549003455
