model_kind,total_usage_mean,total_usage_std,mean_usage_mean,mean_usage_std,std_usage_mean,std_usage_std,edge_usage_gini_mean,edge_usage_gini_std,edge_top1_frac_mean,edge_top1_frac_std,edge_top5_frac_mean,edge_top5_frac_std,edge_top10_frac_mean,edge_top10_frac_std
connectome,16857.297205589977,1155.0399007225942,0.0111399364707635,0.0007632938399507681,0.027206054210148767,0.0014572878307180747,0.7786404236570666,0.00801542154086797,0.1840464563486951,0.0043081901372111694,0.4370099027599657,0.011799761529619032,0.6031472109391139,0.01587366752851046
random,53292.516323285265,363.1847857043677,0.035217700617609066,0.0002400061759932026,0.12481848333737033,0.001284303043322253,0.8232025914201063,0.002454928008386514,0.2535858231358676,0.0024922916097202376,0.5281873103922897,0.0033202798718025045,0.6883982325688253,0.003443820046354468
