model_kind,seed,iteration,elapsed_sec,task_loss,activity_abs_mean,gradient_norm,forward_sec,backward_plus_step_sec,iter_total_sec,finite
connectome,2,1,21.442057445000046,0.5952567458152771,0.5630800127983093,11.06029476709221,12.406923949000202,9.034852573999842,21.441776523000044,True
connectome,2,2,42.59247239199999,0.5134683847427368,0.5680528283119202,3.560691805233107,12.406625323000071,8.743729187999861,21.150354510999932,True
connectome,2,3,68.56896338900015,0.5047820210456848,0.5732471346855164,2.7352506267559527,12.469731837999916,13.506703184000116,25.976435022000032,True
connectome,2,4,94.70949208500019,0.5150549411773682,0.570267379283905,4.320585402130099,12.497064756999862,13.643389033000176,26.140453790000038,True
connectome,2,5,121.67751875400018,0.5195991396903992,0.5626636147499084,4.4852612894095305,12.441702777000046,14.526210236999987,26.967913014000032,True
connectome,2,6,147.00290525600008,0.5164355635643005,0.5509346723556519,3.8078134284731844,12.554018339000095,12.771226742999943,25.325245082000038,True
connectome,2,7,173.5210768710001,0.5096122622489929,0.5382975339889526,2.8438855514359793,12.688948349000157,13.829151297999942,26.5180996470001,True
connectome,2,8,199.9342838120001,0.5032350420951843,0.5248686075210571,1.626208986982001,12.456155623999848,13.956975620000094,26.413131243999942,True
connectome,2,9,225.6800146380001,0.5004884600639343,0.5118077993392944,0.31081812665974173,12.49953728499986,13.246114811000098,25.745652095999958,True
connectome,2,10,251.367106809,0.5016177296638489,0.5044363737106323,0.880164144130342,12.523094373000049,13.163919354999962,25.68701372800001,True
