model_kind,seed,iteration,elapsed_sec,task_loss,activity_abs_mean,gradient_norm,forward_sec,backward_plus_step_sec,iter_total_sec,finite
degreepres,2,1,29.078722075999394,0.5914472341537476,0.5719988346099854,10.346473475480654,13.753428551999605,15.325151349999942,29.078579901999547,True
degreepres,2,2,58.705098630000066,0.5166479349136353,0.5632443428039551,4.1145013417454415,13.884875108000415,15.74134306399992,29.626218172000335,True
degreepres,2,3,88.68165841900009,0.5022489428520203,0.5595730543136597,1.7257860735085493,13.728495995999765,16.24796501200035,29.976461008000115,True
degreepres,2,4,118.0030686250002,0.5090345740318298,0.5547274351119995,3.071848105124588,13.652438292000625,15.668786479000119,29.321224771000743,True
degreepres,2,5,146.57665082099993,0.5164135098457336,0.547030508518219,4.041760995677336,14.13112992799961,14.442300532000445,28.573430460000054,True
degreepres,2,6,177.86556426799962,0.5182795524597168,0.5374446511268616,4.201008506561314,14.390685926000515,16.89808550499947,31.288771430999986,True
degreepres,2,7,209.49931066199952,0.5142735838890076,0.5262230634689331,3.598742301532824,14.409038405000501,17.22455506299957,31.633593468000072,True
degreepres,2,8,239.67908706199978,0.5080512166023254,0.515842854976654,2.6286231520615115,14.606162062999829,15.573466505000397,30.179628568000226,True
degreepres,2,9,269.0928057559995,0.5028535723686218,0.5062061548233032,1.5014506144788164,14.477726258000075,14.935895773000084,29.41362203100016,True
degreepres,2,10,295.8953962179994,0.500705361366272,0.4977911114692688,0.42169265665009564,14.31799081600002,12.484502053999677,26.802492869999696,True
