model_kind,seed,iteration,elapsed_sec,task_loss,activity_abs_mean,gradient_norm,forward_sec,backward_plus_step_sec,iter_total_sec,finite
connectome,2,1,57.020262895006454,1.4441941976547241,0.6649283766746521,118.44096001457791,19.926461065013427,37.09361929399893,57.020080359012354,True
connectome,2,2,114.81710934900912,0.9119117856025696,0.6141876578330994,51.12929849416053,18.97214297199389,38.82452294800896,57.79666592000285,True
connectome,2,3,173.34201814600965,0.6405434012413025,0.5874761939048767,26.444733616065292,18.018565484002465,40.50618473099894,58.524750215001404,True
connectome,2,4,230.86860919100582,0.5233674049377441,0.5839723348617554,8.552802800720674,18.56404518999625,38.96238073700806,57.52642592700431,True
connectome,2,5,284.00478789099725,0.5105825066566467,0.5978487133979797,3.528518076848167,16.536317833000794,36.599687799985986,53.13600563298678,True
connectome,2,6,340.0327696739987,0.5329434275627136,0.6145468950271606,17.289708512585726,16.07511991998763,39.95270527500543,56.027825194993056,True
connectome,2,7,395.1655077179894,0.5154616236686707,0.6498868465423584,10.07982185854428,16.43216993601527,38.70040966098895,55.132579597004224,True
connectome,2,8,454.11399899199023,0.512582004070282,0.7097882628440857,5.514821907934588,16.273455846006982,42.67487653699936,58.948332383006345,True
connectome,2,9,509.01637900600326,0.5154874324798584,0.8005309700965881,7.867205663679761,16.452278993994696,38.4500094219984,54.9022884159931,True
connectome,2,10,565.5213041139941,0.5090734362602234,0.8593941330909729,7.815817086589154,17.00601819899748,39.49881275498774,56.50483095398522,True
