model_kind,seed,iteration,elapsed_sec,task_loss,activity_abs_mean,gradient_norm,forward_sec,backward_plus_step_sec,iter_total_sec,finite
random,2,1,65.58013932200265,0.8218210339546204,2.780975341796875,170.53583274316205,21.734691819990985,43.84531111101387,65.58000293100486,True
random,2,2,130.55253657398862,0.6332913637161255,2.4496772289276123,62.05234609899418,21.5331632780144,43.43906108598458,64.97222436399898,True
random,2,3,194.85645747400122,0.6902489066123962,2.224660873413086,62.84543539933463,20.843300767999608,43.46052819301258,64.30382896101219,True
random,2,4,264.1729382329795,0.6194855570793152,2.021594524383545,41.891859373189725,22.374812590016518,46.941593506984646,69.31640609700116,True
random,2,5,329.2613085549965,0.5429811477661133,1.8614928722381592,21.82761910403697,20.94060611902387,44.14765308899223,65.0882592080161,True
random,2,6,394.47238509898307,0.5102443695068359,1.7394626140594482,10.494996027342767,21.615978656016523,43.59493989899056,65.21091855500708,True
random,2,7,460.208003584994,0.5100067257881165,1.6437656879425049,10.752414735312996,20.406206127023324,45.32933654799126,65.73554267501459,True
random,2,8,525.312270142982,0.5230307579040527,1.5690224170684814,14.357108604603205,21.58759628998814,43.516501289006555,65.1040975789947,True
random,2,9,592.0474464439903,0.5348330736160278,1.505864143371582,16.279982245862072,21.47610404799343,45.25890568399336,66.73500973198679,True
random,2,10,660.4669454669929,0.538419246673584,1.4510712623596191,16.01060650128759,20.745529299980262,47.673795292008435,68.4193245919887,True
